date,price
2012-08-28,3201.4083870967743
2012-08-29,3196.582258064516
2012-08-30,3191.756129032258
2012-08-31,3186.93
2012-09-01,3183.5296666666663
2012-09-02,3180.1293333333333
2012-09-03,3176.729
2012-09-04,3173.3286666666663
2012-09-05,3169.9283333333333
2012-09-06,3166.528
2012-09-07,3163.1276666666668
2012-09-08,3159.7273333333333
2012-09-09,3156.3269999999998
2012-09-10,3152.9266666666667
2012-09-11,3149.5263333333332
2012-09-12,3146.1259999999997
2012-09-13,3142.7256666666667
2012-09-14,3139.325333333333
2012-09-15,3135.9249999999997
2012-09-16,3132.5246666666667
2012-09-17,3129.124333333333
2012-09-18,3125.724
2012-09-19,3122.3236666666667
2012-09-20,3118.923333333333
2012-09-21,3115.523
2012-09-22,3112.1226666666666
2012-09-23,3108.722333333333
2012-09-24,3105.322
2012-09-25,3101.9216666666666
2012-09-26,3098.5213333333336
2012-09-27,3095.121
2012-09-28,3091.7206666666666
2012-09-29,3088.3203333333336
2012-09-30,3084.92
2012-10-01,3072.796451612903
2012-10-02,3060.6729032258067
2012-10-03,3048.54935483871
2012-10-04,3036.425806451613
2012-10-05,3024.302258064516
2012-10-06,3012.1787096774196
2012-10-07,3000.0551612903228
2012-10-08,2987.931612903226
2012-10-09,2975.808064516129
2012-10-10,2963.6845161290325
2012-10-11,2951.5609677419357
2012-10-12,2939.4374193548388
2012-10-13,2927.313870967742
2012-10-14,2915.1903225806454
2012-10-15,2903.0667741935486
2012-10-16,2890.9432258064517
2012-10-17,2878.819677419355
2012-10-18,2866.6961290322583
2012-10-19,2854.5725806451615
2012-10-20,2842.4490322580646
2012-10-21,2830.3254838709677
2012-10-22,2818.2019354838712
2012-10-23,2806.0783870967743
2012-10-24,2793.9548387096775
2012-10-25,2781.8312903225806
2012-10-26,2769.707741935484
2012-10-27,2757.5841935483872
2012-10-28,2745.4606451612904
2012-10-29,2733.337096774194
2012-10-30,2721.213548387097
2012-10-31,2709.09
2012-11-01,2706.8050000000003
2012-11-02,2704.52
2012-11-03,2702.235
2012-11-04,2699.9500000000003
2012-11-05,2697.665
2012-11-06,2695.38
2012-11-07,2693.0950000000003
2012-11-08,2690.81
2012-11-09,2688.525
2012-11-10,2686.2400000000002
2012-11-11,2683.955
2012-11-12,2681.67
2012-11-13,2679.385
2012-11-14,2677.1
2012-11-15,2674.815
2012-11-16,2672.53
2012-11-17,2670.245
2012-11-18,2667.96
2012-11-19,2665.675
2012-11-20,2663.39
2012-11-21,2661.105
2012-11-22,2658.82
2012-11-23,2656.535
2012-11-24,2654.25
2012-11-25,2651.965
2012-11-26,2649.68
2012-11-27,2647.395
2012-11-28,2645.11
2012-11-29,2642.825
2012-11-30,2640.54
2012-12-01,2638.500322580645
2012-12-02,2636.4606451612904
2012-12-03,2634.4209677419353
2012-12-04,2632.3812903225808
2012-12-05,2630.3416129032257
2012-12-06,2628.301935483871
2012-12-07,2626.262258064516
2012-12-08,2624.222580645161
2012-12-09,2622.1829032258065
2012-12-10,2620.1432258064515
2012-12-11,2618.103548387097
2012-12-12,2616.063870967742
